"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31029136970000","Erie","Christ The King Seminary","13697","00","00","GD","East Aurora","AC","Christ The King Semi","Aurora","Medina","12","4","0","0","2015"
"31009638860000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","63886","00","00","OD","Four Mile","AC","Wolford 1","Allegany","Bradford","12","0","1","25","2015"
"31003675520000","Allegany","Saint John Exploration & Production, Inc.","67552","00","00","IW","Richburg","IN","Trio 51x","Bolivar","Richburg","0","0","0","0","2015"
"31009242460000","Cattaraugus","SWEPI LP","24246","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-121     ","Allegany","Bradford & Chipmunk","12","418","20","117","2015"
"31029699770000","Erie","Roberts, Charles J.","69977","00","00","GD","Alden-Lancaster","AC","Young 2","Alden","Medina","12","1","0","0","2015"
"31101216770000","Steuben","Nathan Petroleum Corp.","21677","00","00","OD","Beech Hill-Independence","AC","Edwards 37","West Union","Fulmer Valley","12","88","2","20","2015"
"31011137380000","Cayuga","F & G Exploration, LLC","13738","00","00","GD","West Auburn","AC","Patterson W W 1","Springport","Queenston","0","0","0","0","2015"
"31009634780000","Cattaraugus","Carls, Kevin D","63478","00","00","OD","Four Mile","SI","5256  1 (Carey Hollow)     ","Allegany","Bradford Third","8","0","0","5","2015"
"31013110740000","Chautauqua","Empire Energy E&P LLC","11074","00","00","GD","Lakeshore","AC","Wilcox 1","Pomfret","Medina","12","876","120","0","2015"
"31009127520000","Cattaraugus","McCracken Oil & Gas, LLC","12752","00","00","OD","Bradford","AC","Chipchop No 03","Carrollton","Bradford 2nd & 3rd","12","0","7","42","2015"
"31029201010000","Erie","Stedman Energy, Inc.","20101","00","00","GD","Brant-Eden","AC","Guzzetta, L 1","Brant","Grimsby","12","84","0","0","2015"
"31009203610000","Cattaraugus","Arcade Turkey Run Golf Course LLC","20361","00","00","GD","Chaffee-Arcade","AC","Mayer Unit 1","Freedom","Medina","12","1","0","0","2015"
"31013185120000","Chautauqua","Empire Energy E&P LLC","18512","00","00","GD","Lakeshore","AC","Damcott, M 1","Clymer","Medina","8","867","19","0","2015"
"31009222290000","Cattaraugus","Masoodi Mini Ventures, Inc.","22229","00","00","GD","Lakeshore","NR","Milliman 1","Leon","Medina","12","241","0","0","2015"
"31029163510000","Erie","Stedman Energy, Inc.","16351","00","00","GD","Brant-Eden","AC","Way Phillips 1","Brant","Grimsby","8","538","0","0","2015"
"31029199210000","Erie","Depew Union Free School District","19921","00","00","GD","Alden-Lancaster","AC","Depew Sch.District 2","Lancaster","Medina","12","262","0","0","2015"
"31013158130000","Chautauqua","Empire Energy E&P LLC","15813","00","00","GD","Lakeshore","AC","Big Tree 1","Chautauqua","Medina","12","608","3","0","2015"
"31013136150000","Chautauqua","U S Energy Development Corp.","13615","00","00","GD","Lakeshore","AC","Pietro 1","Dunkirk","Medina","5","342","0","0","2015"
"31013192920000","Chautauqua","Empire Energy E&P LLC","19292","00","00","GD","Lakeshore","AC","Short, G 1","Poland","Medina","12","1572","0","0","2015"
"31003608630000","Allegany","Plants and Goodwin, Inc.","60863","00","00","OD","Richburg","AC","Green 232","Bolivar","Richburg","12","0","10","10","2015"
"31009283280000","Cattaraugus","Burlingame Oil, LLC","28328","00","00","OD","Four Mile","AC","Burlingame 118     ","Allegany","Surficial","4","1","38","428","2015"
"31003678280000","Allegany","Iron Dinosaur Oil","67828","00","00","OD","Browning","IN","Browning 20","Scio","Scio","0","0","0","0","2015"
"31013172190000","Chautauqua","Empire Energy E&P LLC","17219","00","00","GD","Lakeshore","AC","Shields, R 3","Poland","Medina","10","193","0","0","2015"
"31003222020000","Allegany","Richardson Petroleum Corp.","22202","00","00","OD","Beech Hill-Independence","AC","Stillman 35","Independence","Fulmer Valley","12","126","4","7","2015"
"31009187740000","Cattaraugus","Markham, Charles A., Jr. & Janet E.","18774","00","00","GD","Lakeshore","AC","Markham 2 6386","Dayton","Medina","12","1","0","0","2015"
"31009242440000","Cattaraugus","SWEPI LP","24244","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-119     ","Allegany","Upper Devonian","12","418","20","117","2015"
"31013225280000","Chautauqua","REI-NY, LLC","22528","00","00","OD","Gerry-Charlotte","AC","Marucci 3","Gerry","Bass Island","7","39","0","0","2015"
"31009300100000","Cattaraugus","McCracken Oil & Gas, LLC","30010","00","00","OD","Bradford","AC","Bovaird #35","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","143","20","433","2015"
"31053238060000","Madison","Emkey Resources, LLC","23806","00","00","GE","Bradley Brook","AC","White Eagle Farms 2-376     ","Lebanon","Oneida","12","11426","0","0","2015"
"31009276370000","Cattaraugus","Copper Ridge Oil, Inc.","27637","00","00","OD","Five Mile","AC","Py 66     ","Olean","Bradford","11","1","4","80","2015"
"31013251080000","Chautauqua","Universal Resources Holdings, Incorporated","25108","00","00","GD","Lakeshore","AC","Knight 4     ","Ellicott","Medina","12","3321","3","0","2015"
"31009252040000","Cattaraugus","D & S Energy Corp","25204","00","00","OD","Olean","AC","Willoughby 10     ","Olean","Chipmunk, Bradford 2nd & 3rd","8","0","16","35","2015"
"31009251660000","Cattaraugus","Dallas Energy, LLC","25166","00","00","OD","Chipmunk","AC","Johnson 8     ","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","0","441","89","2015"
"31009248950000","Cattaraugus","U S Energy Development Corp.","24895","00","00","GD","Lakeshore","AC","Cross 10     ","Perrysburg","Medina","12","2183","47","0","2015"
"31013184420000","Chautauqua","Empire Energy E&P LLC","18442","00","00","GD","Lakeshore","AC","Leamer 677","Ripley","Medina","12","564","0","0","2015"
"31013277500000","Chautauqua","Vertical Energy, Inc.","27750","00","00","OD","Busti","AC","Towne Milford/Curtis 12     ","Busti","Glade","12","1","5","65","2015"
"31037196510000","Genesee","United States Gypsum Co.","19651","00","00","GD","Huron Creek","AC","Brown, D. 1","Alexander","Medina","12","647","16","0","2015"
"31009300030000","Cattaraugus","McCracken Oil & Gas, LLC","30003","00","00","OD","Bradford","AC","Bovaird #7","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","143","6","433","2015"
"31121673390000","Wyoming","United States Gypsum Co.","67339","00","00","GD","Danley Corners","AC","Kriger 1","Bennington","Medina","12","414","8","0","2015"
"31009243290001","Cattaraugus","SWEPI LP","24329","00","01","OD","Chipmunk","AC","Rumsey Devonian Sec 14 Lot 2-232A     ","Allegany","Upper Devonian","12","708","38","190","2015"
"31009690920000","Cattaraugus","Hidden Heart Stables LLC","69092","00","00","OD","Four Mile","IN","Carls 2","Allegany","Bradford","0","0","0","0","2015"
"31013116600000","Chautauqua","Resource Energy, LLC","11660","00","00","GD","Lakeshore","AC","Reed 1","North Harmony","Medina","12","1965","40","0","2015"
"31009279950000","Cattaraugus","Copper Ridge Oil, Inc.","27995","00","00","OD","Five Mile","AC","Struble 13     ","Olean","Bradford Third","11","1","9","183","2015"
"31013256080000","Chautauqua","Pefley Oil & Gas, Inc.","25608","00","00","OD","Busti","AC","Junkyard 10     ","Busti","Glade","6","15","0","40","2015"
"31053230600000","Madison","Emkey Resources, LLC","23060","00","00","GE","Bradley Brook","AC","Symonds-Joseph 1     ","Lebanon","Oneida","12","5","0","0","2015"
"31121176790000","Wyoming","United States Gypsum Co.","17679","00","00","GD","Danley Corners","AC","Unselt 1","Bennington","Medina","12","1450","4","0","2015"
"31003552060000","Allegany","Helmhold Oil Incorporated","55206","00","00","OD","Fulmer Valley","IN","Roeske Lot 229 4","Willing","Fulmer Valley","0","0","0","0","2015"
"31013145610000","Chautauqua","Empire Energy E&P LLC","14561","00","00","GD","Lakeshore","AC","Hall 598","Westfield","Medina","12","1012","30","0","2015"
"31003606020000","Allegany","Wilkinson, Robert","60602","00","00","OD","Richburg","SI","Jones 015","Bolivar","Richburg","0","0","0","0","2015"
"31013275710000","Chautauqua","Johnson, Mark & Troy","27571","00","00","OD","Busti","AC","Pangborn 17     ","Busti","Glade","12","1","2","100","2015"
"31013658520000","Chautauqua","Evinczik, Paul M.","65852","00","00","OD","Busti","AC","Evinczik M 1","Busti","Glade","12","1","0","102","2015"
"31029200510000","Erie","Stedman Energy, Inc.","20051","00","00","GD","Elma","AC","Gach 1     ","Elma","Grimsby","12","333","0","0","2015"
"31009157400000","Cattaraugus","Copper Ridge Oil, Inc.","15740","00","00","OD","Five Mile","AC","Py 15","Olean","Chipmunk & Bradford 3rd","4","1","1","30","2015"
"31003646200000","Allegany","Burdick, Jeffery H","64620","00","00","OD","Richburg","AC","Murphy 9     ","Bolivar","Richburg","6","1","4","23","2015"
"31029191200000","Erie","United States Gypsum Co.","19120","00","00","GD","Alden-Lancaster","AC","Snyder 8","Alden","Medina","12","785","2","0","2015"
"31013115620000","Chautauqua","Empire Energy E&P LLC","11562","00","00","GD","Lakeshore","AC","Bemus 214","Pomfret","Medina","9","380","0","0","2015"
"31009636420000","Cattaraugus","Stephan, Phillip D.","63642","00","00","OD","Chipmunk","IN","Pfeiffer 21","Allegany","Bradford & Chipmunk","0","0","0","0","2015"
"31013217830000","Chautauqua","Seneca Resources Corporation","21783","00","00","GD","Lakeshore","AC","NYSRA 14-2 7313","Busti","Medina","10","40","0","0","2015"
"31013169810000","Chautauqua","Empire Energy E&P LLC","16981","00","00","GD","Lakeshore","AC","Humphrey, V 1","French Creek","Medina","12","980","48","0","2015"
"31003225770000","Allegany","Otis Eastern Service, Inc.","22577","00","00","OD","Fulmer Valley","AC","D. Duke 1-D","Andover","Fulmer Valley","12","153","35","36","2015"
"31009171600000","Cattaraugus","Empire Energy E&P LLC","17160","00","00","GD","Lakeshore","AC","Brown,G 2","Randolph","Medina","12","2045","0","0","2015"
"31003233740000","Allegany","Otis Eastern Service, Inc.","23374","00","00","OD","Fulmer Valley","AC","R. McAndrew Est. 3a","Andover","Fulmer Valley","12","152","41","13","2015"
"31121145900000","Wyoming","Breton, Louis","14590","00","00","GD","Danley Corners","AC","Pieskorowski 1a","Bennington","Medina","10","1","0","0","2015"
"31029181110000","Erie","Cotton Well Drilling Company,  Inc.","18111","00","00","GD","Brant-Eden","AC","Ehmke 1","Eden","Medina","12","68","0","0","2015"
"31029146660000","Erie","Schreiner Oil and Gas Inc.","14666","00","00","GD","East Aurora","AC","Nagel 837","Aurora","Medina","0","0","0","0","2015"
"31101142950000","Steuben","Hess, Jay E.","14295","00","00","OD","Beech Hill-Independence","AC","Givens 1","West Union","Fulmer Valley","12","1","0","0","2015"
"31003300550000","Allegany","U S Energy Development Corp.","30055","00","00","OD","Fulmer Valley","AC","Mathews #2-9","Andover","Penny & Fulmer Valley","7","704","8","34","2015"
"31013180560000","Chautauqua","Empire Energy E&P LLC","18056","00","00","GD","Lakeshore","AC","Briggs,J 7","Clymer","Medina","12","1784","67","0","2015"
"31013275640000","Chautauqua","Vertical Energy, Inc.","27564","00","00","OD","Busti","AC","Stutzman 1003     ","Busti","Glade","12","0","4","52","2015"
"31013138870000","Chautauqua","Empire Energy E&P LLC","13887","00","00","GD","Lakeshore","AC","Jones, A 1","Chautauqua","Medina","12","690","0","0","2015"
"31013154840000","Chautauqua","Stedman Energy, Inc.","15484","00","00","GD","Lakeshore","AC","Smistek","Chautauqua","Medina","12","1780","0","0","2015"
"31013157210000","Chautauqua","Empire Energy E&P LLC","15721","00","00","GD","Lakeshore","AC","NYSRA 3-1","Chautauqua","Medina","11","771","26","0","2015"
"31009052910000","Cattaraugus","Thomas A Miller Oil Co.","05291","00","00","OD","Bradford","AC","Mix Creek Lot 1 10","Olean","Bradford","0","0","0","0","2015"
"31029145780000","Erie","GFS Energy, Inc.","14578","00","00","GD","Alden-Lancaster","AC","Berghorn 3","Newstead","Medina","9","258","0","0","2015"
"31099213210000","Seneca","Minard Run Oil Co.","21321","00","00","GD","Fayette-Waterloo","AC","Larsen 1205","Fayette","Queenston","12","1359","0","0","2015"
"31003188920000","Allegany","J. J. Bucher Producing Corporation","18892","00","00","OD","Ceres","AC","Rixford 7","Bolivar","Richburg","8","0","20","44","2015"
"31003555120000","Allegany","Simon of Bolivar Enterprises, Inc.","55512","00","00","OD","Richburg","AC","McDivitt 49     ","Bolivar","Richburg","10","0","46","5","2015"
"31013121740000","Chautauqua","Empire Energy E&P LLC","12174","00","00","GD","Lakeshore","AC","Foreman 1341 1","Dunkirk","Medina","12","1150","104","0","2015"
"31003222590000","Allegany","Richardson Petroleum Corp.","22259","00","00","OD","Beech Hill-Independence","AC","Austin-Bayard 55","Independence","Fulmer Valley","12","273","4","10","2015"
"31009255000001","Cattaraugus","Pan Energy Company, Inc.","25500","00","01","OW","Lakeshore","AC","David 2     ","Dayton","Onondaga","0","0","0","0","2015"
"31013240850000","Chautauqua","EnerVest Operating, LLC","24085","00","00","GD","Lakeshore","AC","LaBarte 3-020     ","Busti","Medina","12","4201","0","0","2015"
"31029248060000","Erie","U S Energy Development Corp.","24806","00","00","GD","North Collins","AC","Zynda 1     ","Collins","Medina","12","4490","35","0","2015"
"31013111310000","Chautauqua","Empire Energy E&P LLC","11131","00","00","GD","Lakeshore","AC","Kaminisky-Doney 175","Mina","Medina","11","3500","0","0","2015"
"31013136850000","Chautauqua","Vertical Energy, Inc.","13685","00","00","OD","Busti","AC","Crandall 1-12","Busti","Glade","12","1","2","15","2015"
"31099195600000","Seneca","Minard Run Oil Co.","19560","00","00","GD","Fayette-Waterloo","AC","Saeli 1 (4122)","Varick","Queenston","12","2686","31","0","2015"
"31009168270000","Cattaraugus","Stedman Energy, Inc.","16827","00","00","GD","Lakeshore","AC","Shaver 1","Randolph","Medina","11","1255","0","0","2015"
"31013234140000","Chautauqua","Kastle Resources Enterprises, Inc.","23414","00","00","GD","Lakeshore","AC","Weller T 1-A","Harmony","Medina","12","1121","0","0","2015"
"31013189930000","Chautauqua","Chautauqua Energy, Inc.","18993","00","00","OW","North Harmony","AC","Cook 1","North Harmony","Onondaga","12","200","0","0","2015"
"31003658900000","Allegany","Simon of Bolivar Enterprises, Inc.","65890","00","00","OD","Richburg","AC","A&F Oil Co. a77","Genesee","Richburg","1","0","0","1","2015"
"31009246290000","Cattaraugus","SWEPI LP","24629","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-134     ","Allegany","Upper Devonian","12","651","40","102","2015"
"31051161050000","Livingston","Lenape Resources, Inc.","16105","00","00","GE","Finnegan Hill","AC","Callan 61","Caledonia","Medina","3","129","12","0","2015"
"31101162780000","Steuben","Plants and Goodwin, Inc.","16278","00","00","OD","Beech Hill-Independence","AC","Allen-Edwards W11e","West Union","Fulmer Valley","12","0","19","24","2015"
"31003659660000","Allegany","Harris, Stallone and Young, LLC","65966","00","00","OD","Richburg","IN","Allen 11","Scio","Richburg","0","0","0","0","2015"
"31009223460000","Cattaraugus","Masoodi Mini Ventures, Inc.","22346","00","00","GD","Lakeshore","NR","Charles 1","Leon","Medina","12","211","0","0","2015"
"31013136030000","Chautauqua","Stedman Energy, Inc.","13603","00","00","GW","Lakeshore","AC","NYSRA 1-20606-T","Cherry Creek","Medina","6","237","0","0","2015"
"31009665290000","Cattaraugus","W. A. Boser Oil","66529","00","00","OD","Chipmunk","AC","Maloney 1","Allegany","Chipmunk","12","0","20","31","2015"
"31009192880000","Cattaraugus","Empire Energy E&P LLC","19288","00","00","GD","Lakeshore","AC","Raber, A 1","Conewango","Medina","12","1448","0","0","2015"
"31037204890000","Genesee","United States Gypsum Co.","20489","00","00","GD","Bethany","AC","Lor-Rob Dairy 10 (6606)","Bethany","Medina","12","923","11","0","2015"
"31037175500000","Genesee","United States Gypsum Co.","17550","00","00","GD","Indian Falls","AC","Falker 1","Alabama","Medina","12","273","21","0","2015"
"31003623720000","Allegany","Simon of Bolivar Enterprises, Inc.","62372","00","00","OD","Richburg","AC","Cowles 8","Bolivar","Richburg","12","0","29","3","2015"
"31009088790000","Cattaraugus","United Resources Corporation","08879","00","00","OD","Five Mile","AC","Bryer-Kinley 3","Allegany","Bradford","12","0","0","4","2015"
"31009225340000","Cattaraugus","U S Energy Development Corp.","22534","00","00","GD","Lakeshore","SI","Moody, B 1","New Albion","Medina","0","0","0","0","2015"
"31003662490000","Allegany","Clark, Bruce N.","66249","00","00","OD","Fulmer Valley","AC","Clark 8","Andover","Fulmer Valley","12","1","1","14","2015"
"31009559860000","Cattaraugus","Cochran, Alvin L.","55986","00","00","OD","Bradford","AC","Johnson 1     ","Carrollton","Chipmunk","12","1","1","22","2015"
"31013209590000","Chautauqua","Empire Energy E&P LLC","20959","00","00","GD","Lakeshore","AC","Stroeb, G. 1","Chautauqua","Medina","12","1048","76","0","2015"
"31009660890000","Cattaraugus","Thomas A Miller Oil Co.","66089","00","00","OD","Bradford","SI","Mapes 15","Allegany","Bradford","0","0","0","0","2015"
